pws_id,Chemical,Years tested,Maximum Level (ppt)
NY5110526,PFBA,2023,13
NY5110526,PFHxS,2013-2023,140
NY5110526,PFHxA,2023,44
NY5110526,PFOS,2013-2023,530
NY5110526,PFOA,2023,6.5
NY5110526,PFPeA,2023,39
NY5110526,PFHpA,2013-2023,82
NY5110526,PFNA,2023,5.7
NY5110526,6:2 FTSA,2023,24
NY5110526,Total PFAS,2013-2023,670
NY5203324,PFBS,2019,0.3
NY5203324,PFHxS,2019,2.6
NY5203324,PFOS,2019,2.5
NY5203324,PFOA,2019,4.4
NY5203324,PFHpA,2019,2.1
NY5203324,PFNA,2019,7.9
NY5203324,Total PFAS,2019,20
NY5600104,PFBA,2023,5.5
NY5600104,PFHxA,2023,3.8
NY5600104,PFOA,2023,4.7
NY5600104,PFPeA,2023,4.5
NY5600104,Total PFAS,2023,19
NY5903150,PFBS,2023,6.1
NY5903150,PFBA,2023,29
NY5903150,PFHxS,2023,51
NY5903150,PFHxA,2023,68
NY5903150,PFOS,2023,95
NY5903150,PFOA,2023,26
NY5903150,PFPeA,2023,103
NY5903150,PFHpA,2023,43
NY5903150,PFNA,2023,4.4
NY5903150,PFPeS,2023,7
NY5903150,Total PFAS,2023,428
OH0200811,PFOS,2014,45
OH0200811,PFPeA,2023,3.4
OH0200811,Total PFAS,2014-2023,45
OH0346118,PFOA,2020,15
OH0346118,Total PFAS,2020,15
OH0700011,PFOA,2020-2023,6.9
OH0700011,Total PFAS,2020-2023,6.9
OH0700315,PFOA,2020,9.6
OH0700315,Total PFAS,2020,9.6
OH0700612,PFBS,2020,10
OH0700612,PFHxS,2020,28
OH0700612,PFOS,2020,29
OH0700612,PFOA,2020,7.7
OH0700612,PFNA,2020,44
OH0700612,Total PFAS,2020,119
OH0701516,PFOA,2020,5.9
OH0701516,Total PFAS,2020,5.9
OH0802012,PFOA,2020,5.2
OH0802012,Total PFAS,2020,5.2
OH0901712,PFOS,2020,5.2
OH0901712,Total PFAS,2020,5.2
OH1101212,PFOA,2020,5.9
OH1101212,6:2 FTSA,2023,9.8
OH1101212,Total PFAS,2020-2023,9.8
OH1247612,PFBS,2020-2021,6.6
OH1247612,PFOA,2020-2021,15
OH1247612,Total PFAS,2020-2021,18
OH1300812,PFBS,2023,3
OH1300812,PFOS,2020-2023,24
OH1300812,Total PFAS,2020-2023,24
OH1301012,PFBS,2020,5.2
OH1301012,PFOS,2020-2021,13
OH1301012,Total PFAS,2020-2021,18
OH1301212,PFOA,2020,13
OH1301212,Total PFAS,2020,13
OH1401211,PFBA,2023,5.8
OH1401211,PFHxS,2020-2023,12
OH1401211,PFHxA,2023,8.2
OH1401211,PFOS,2020-2023,16
OH1401211,PFOA,2021,6.2
OH1401211,PFPeA,2023,9.8
OH1401211,PFHpA,2023,5
OH1401211,Total PFAS,2020-2023,43
OH1800111,PFBS,2020,5.3
OH1800111,PFOS,2020,7.3
OH1800111,PFOA,2020,6.7
OH1800111,Total PFAS,2020,19
OH1800403,PFOS,2015,400
OH1800403,Total PFAS,2015,400
OH2101412,PFBS,2023,3.5
OH2101412,PFBA,2023,9
OH2101412,PFHxA,2023,8.7
OH2101412,PFOA,2023,4.2
OH2101412,PFPeA,2023,6.3
OH2101412,Total PFAS,2023,32
OH2500103,PFBS,2023,4
OH2500103,PFBA,2023,8.1
OH2500103,PFHxA,2023,5.8
OH2500103,PFOA,2023,4.1
OH2500103,PFPeA,2023,5.8
OH2500103,Total PFAS,2023,28
OH2700012,PFOA,2014-2021,20
OH2700012,Total PFAS,2014-2021,20
OH2700112,PFOA,2020-2021,9.9
OH2700112,Total PFAS,2020-2021,9.9
OH2801312,PFBS,2020-2021,16
OH2801312,PFOA,2021,6
OH2801312,Total PFAS,2020-2021,22
OH2835512,PFBS,2020,5.3
OH2835512,PFHxS,2020,67
OH2835512,PFOA,2020,11
OH2835512,Total PFAS,2020,83
OH2867812,PFHxS,2020-2021,12
OH2867812,PFOS,2020-2021,10
OH2867812,PFOA,2020-2021,14
OH2867812,Total PFAS,2020-2021,34
OH2900612,PFHxS,2020,27
OH2900612,PFOS,2020-2021,26
OH2900612,Total PFAS,2020-2021,53
OH2901112,PFBS,2020-2021,6.9
OH2901112,PFOS,2020,6.6
OH2901112,Total PFAS,2020-2021,14
OH2903012,PFOS,2023,9.2
OH2903012,Total PFAS,2023,9.2
OH3000111,PFOA,2020-2021,7.1
OH3000111,Total PFAS,2020-2021,7.1
OH3101112,PFBS,2023,4
OH3101112,PFBA,2023,5.7
OH3101112,PFHxA,2023,3
OH3101112,PFOS,2020-2023,15
OH3101112,PFPeA,2023,4.8
OH3101112,Total PFAS,2020-2023,28
OH3102612,PFBS,2023,4.1
OH3102612,PFBA,2023,5.2
OH3102612,PFOS,2023,6.1
OH3102612,Total PFAS,2023,15
OH3500811,PFOS,2020,5.7
OH3500811,Total PFAS,2020,5.7
OH3531411,PFBS,2020,5.1
OH3531411,PFOS,2020,6
OH3531411,Total PFAS,2020,10
OH4400711,PFOA,2020,5.4
OH4400711,HFPO-DA,2020,30
OH4400711,Total PFAS,2020,30
OH4400803,PFOA,2023,4.2
OH4400803,Total PFAS,2023,4.2
OH4401212,PFOA,2020,32
OH4401212,HFPO-DA,2020-2022,214
OH4401212,Total PFAS,2020-2022,214
OH4401612,PFOA,2023,6.8
OH4401612,Total PFAS,2023,6.8
OH4533512,PFBS,2020,5.6
OH4533512,PFHxS,2020,37
OH4533512,PFOS,2020,69
OH4533512,Total PFAS,2020,112
OH4602612,PFOS,2020,29
OH4602612,Total PFAS,2020,29
OH5000411,PFOS,2020,5.2
OH5000411,Total PFAS,2020,5.2
OH5001611,PFBA,2023,8.9
OH5001611,PFOA,2014,27
OH5001611,Total PFAS,2014-2023,27
OH5300112,PFOA,2020,9.5
OH5300112,Total PFAS,2020,9.5
OH5300612,PFOA,2020,9.2
OH5300612,Total PFAS,2020,9.2
OH5500312,PFOS,2020-2021,11
OH5500312,Total PFAS,2020-2021,11
OH5600012,PFHxS,2020-2021,14
OH5600012,PFOS,2020-2021,13
OH5600012,Total PFAS,2020-2021,27
OH5600711,PFOA,2020,5.3
OH5600711,Total PFAS,2020,5.3
OH5701315,PFBS,2023,3
OH5701315,PFHxS,2023,9.1
OH5701315,PFHxA,2023,5
OH5701315,PFOS,2014-2023,54
OH5701315,PFPeA,2023,5.2
OH5701315,Total PFAS,2014-2023,54
OH5701503,PFOS,2014,61
OH5701503,Total PFAS,2014,61
OH5702112,PFBS,2020-2021,8.1
OH5702112,PFHxS,2020-2021,30
OH5702112,PFOS,2020-2021,31
OH5702112,Total PFAS,2020-2021,67
OH5703512,PFBS,2023,3
OH5703512,PFHxS,2020-2023,9.8
OH5703512,PFHxA,2023,4.4
OH5703512,PFOS,2020-2023,10
OH5703512,PFPeA,2023,4.6
OH5703512,Total PFAS,2020-2023,29
OH5746812,PFBS,2021,5.1
OH5746812,PFHxS,2020-2021,18
OH5746812,PFOS,2020-2021,19
OH5746812,PFOA,2020-2021,96
OH5746812,Total PFAS,2020-2021,130
OH5750615,PFBS,2023,3.6
OH5750615,PFHxS,2023,11
OH5750615,PFHxA,2023,5.4
OH5750615,PFOS,2023,7.1
OH5750615,PFPeA,2023,5.2
OH5750615,Total PFAS,2023,32
OH5800112,PFOA,2020-2021,11
OH5800112,Total PFAS,2020-2021,11
OH5800912,PFOA,2020-2021,14
OH5800912,Total PFAS,2020-2021,14
OH6100011,PFOA,2020,12
OH6100011,Total PFAS,2020,12
OH6632414,PFOS,2020,5.4
OH6632414,Total PFAS,2020,5.4
OH7002512,PFHxS,2020-2021,10
OH7002512,PFOS,2020-2021,13
OH7002512,PFOA,2020-2021,10
OH7002512,Total PFAS,2020-2021,32
OH7300111,PFOA,2020-2023,6.7
OH7300111,Total PFAS,2020-2023,6.7
OH7430612,PFOA,2020-2021,9.2
OH7430612,Total PFAS,2020-2021,9.2
OH7635012,PFOS,2020-2021,8.5
OH7635012,PFOA,2020-2021,12
OH7635012,Total PFAS,2020-2021,19
OH7700011,PFBA,2023,5
OH7700011,PFOA,2023,7.3
OH7700011,Total PFAS,2023,7.3
OH7700512,PFBS,2020-2021,12
OH7700512,PFHxS,2020-2021,27
OH7700512,PFOS,2020-2021,17
OH7700512,Total PFAS,2020-2021,56
OH7740412,PFBS,2020-2021,28
OH7740412,PFHxS,2020-2021,12
OH7740412,PFOA,2020-2021,11
OH7740412,Total PFAS,2020-2021,49
OH7762812,PFBS,2020,18
OH7762812,PFHxS,2020,140
OH7762812,PFOS,2020,33
OH7762812,PFOA,2020,9.7
OH7762812,Total PFAS,2020,200
OH7801811,PFHxS,2020-2021,6.6
OH7801811,PFOS,2020-2021,33
OH7801811,Total PFAS,2020-2021,40
OH7802003,PFBS,2023,3.1
OH7802003,PFHxS,2023,10
OH7802003,PFHxA,2023,3.8
OH7802003,PFOS,2023,21
OH7802003,Total PFAS,2023,38
OH8300412,PFOS,2023,4.1
OH8300412,Total PFAS,2023,4.1
OH8300512,PFOS,2020-2023,15
OH8300512,Total PFAS,2020-2023,15
OH8300912,PFOS,2020-2021,15
OH8300912,Total PFAS,2020-2021,15
OH8301512,PFOS,2020-2021,19
OH8301512,Total PFAS,2020-2021,19
OH8345615,PFOS,2020-2021,30
OH8345615,Total PFAS,2020-2021,30
OH8400012,PFBS,2020,20
OH8400012,PFHxS,2020,13
OH8400012,PFOA,2020,360
OH8400012,Total PFAS,2020,393
OH8400112,PFBS,2020,5.2
OH8400112,PFHxS,2020-2021,9.6
OH8400112,PFOS,2020,9.1
OH8400112,PFOA,2020-2021,42
OH8400112,Total PFAS,2020-2021,52
OH8400212,PFOA,2020,"2,500"
OH8400212,HFPO-DA,2020,79
OH8400212,Total PFAS,2020,"2,579"
OH8400312,PFOA,2020-2021,21
OH8400312,Total PFAS,2020-2021,21
OH8400412,PFBS,2020-2021,5.9
OH8400412,PFHxS,2020-2021,6.9
OH8400412,PFOS,2020-2021,6.5
OH8400412,PFOA,2020-2021,10
OH8400412,Total PFAS,2020-2021,28
OH8400612,PFOA,2020-2021,6.8
OH8400612,Total PFAS,2020-2021,6.8
OH8400712,PFBS,2020,9.1
OH8400712,PFHxS,2020-2023,10
OH8400712,PFOA,2020-2023,46
OH8400712,Total PFAS,2020-2023,65
OH8402703,PFBS,2023,6.3
OH8402703,PFOA,2020-2023,25
OH8402703,Total PFAS,2020-2023,26
OH8403112,PFOA,2020-2021,17
OH8403112,Total PFAS,2020-2021,17
OH8502812,PFBS,2020-2021,12
OH8502812,PFOS,2020,6.8
OH8502812,PFOA,2020-2021,6
OH8502812,Total PFAS,2020-2021,25
OH8700311,PFOS,2020,7.6
OH8700311,Total PFAS,2020,7.6
OK1021503,PFHxS,2023,4.8
OK1021503,PFHxA,2023,4.4
OK1021503,PFOS,2023,9.4
OK1021503,PFPeA,2023,4.1
OK1021503,Total PFAS,2023,23
OK1021508,PFBA,2023,6.4
OK1021508,PFHxA,2023,5.2
OK1021508,PFOS,2023,8
OK1021508,PFPeA,2023,4.3
OK1021508,Total PFAS,2023,20
OK1021528,PFBS,2023,3.2
OK1021528,PFBA,2023,7.9
OK1021528,PFHxS,2023,15
OK1021528,PFHxA,2023,8.3
OK1021528,PFOS,2023,34
OK1021528,PFPeA,2023,5.7
OK1021528,Total PFAS,2023,66
OK1021529,PFBS,2023,3.4
OK1021529,PFHxS,2023,11
OK1021529,PFHxA,2023,5
OK1021529,PFOS,2023,21
OK1021529,PFPeA,2023,5.6
OK1021529,Total PFAS,2023,45
OK2005519,PFHxS,2015,63
OK2005519,PFOA,2015,40
OK2005519,Total PFAS,2015,103
OR4100100,PFHxA,2023,4.7
OR4100100,PFOA,2023,7.9
OR4100100,PFPeA,2023,8.7
OR4100100,PFHpA,2023,4.2
OR4100100,Total PFAS,2023,26
OR4100262,PFOS,2023,5.4
OR4100262,Total PFAS,2023,5.4
OR4100372,PFBS,2023,10
OR4100372,PFHxS,2023,8.4
OR4100372,PFHxA,2023,3.9
OR4100372,PFOS,2023,7.8
OR4100372,PFPeA,2023,4.2
OR4100372,Total PFAS,2023,34
OR4100508,PFHxS,2023,4
OR4100508,PFOS,2023,5.7
OR4100508,Total PFAS,2023,9.7
PA1090001,PFOA,2013-2014,26
PA1090001,Total PFAS,2013-2014,26
PA1090005,PFOS,2017,50
PA1090005,PFOA,2017,8
PA1090005,Total PFAS,2017,50
PA1090063,PFBS,2023,7.5
PA1090063,PFBA,2023,19
PA1090063,PFHxS,2023,5
PA1090063,PFHxA,2023,7.6
PA1090063,PFOS,2023,16
PA1090063,PFOA,2023,14
PA1090063,PFPeA,2023,8.3
PA1090063,PFHpA,2023,5.1
PA1090063,Total PFAS,2023,70
PA1090069,PFBA,2023,13
PA1090069,PFHxS,2013-2014,389
PA1090069,PFOS,2013-2014,"1,090"
PA1090069,PFOA,2013-2014,349
PA1090069,PFPeA,2023,22
PA1090069,PFHpA,2013-2014,71
PA1090069,Total PFAS,2013-2023,"1,899"
PA1090070,PFHxS,2014-2015,244
PA1090070,PFOS,2014-2015,667
PA1090070,PFOA,2014-2015,118
PA1090070,PFHpA,2014-2015,34
PA1090070,Total PFAS,2014-2015,667
PA1090081,PFBS,2020,"6,900,000"
PA1090081,PFHxS,2020,"4,900,000"
PA1090081,PFHxA,2020,"7,200,000"
PA1090081,PFOS,2020,"11,600,000"
PA1090081,PFOA,2020,"13,700,000"
PA1090081,PFHpA,2020,"4,400,000"
PA1090081,PFNA,2020,"4,000,000"
PA1090081,Total PFAS,2020,"52,700,000"
PA1090082,PFOS,2020,"11,200,000"
PA1090082,PFOA,2020,"9,300,000"
PA1090082,PFNA,2014-2020,"18,100,000"
PA1090082,Total PFAS,2014-2020,"38,600,000"
PA1090093,PFOS,2020,"3,800,000"
PA1090093,PFOA,2020,"5,400,000"
PA1090093,Total PFAS,2020,"9,200,000"
PA1090128,PFHxA,2020,"7,100,000"
PA1090128,PFOS,2020,"7,100,000"
PA1090128,PFOA,2014-2020,"12,700,000"
PA1090128,PFHpA,2014-2020,"5,300,000"
PA1090128,PFNA,2014-2020,"5,900,000"
PA1090128,Total PFAS,2014-2020,"38,100,000"
PA1090131,PFOS,2020,"9,100,000"
PA1090131,PFOA,2020,"6,700,000"
PA1090131,PFNA,2020,"5,000,000"
PA1090131,Total PFAS,2020,"20,800,000"
PA1090144,PFBS,2020,"5,300,000"
PA1090144,PFOS,2020,"4,600,000"
PA1090144,PFOA,2020,"4,900,000"
PA1090144,Total PFAS,2020,"14,800,000"
PA1090308,PFOA,2020,"4,000,000"
PA1090308,Total PFAS,2020,"4,000,000"
PA1090321,PFOS,2020,"3,800,000"
PA1090321,PFOA,2020,"5,400,000"
PA1090321,Total PFAS,2020,"9,200,000"
PA1090862,PFHxA,2020,"6,700,000"
PA1090862,PFOS,2020,"7,200,000"
PA1090862,PFOA,2020,"13,300,000"
PA1090862,Total PFAS,2020,"27,200,000"
PA1090945,PFOA,2020,"6,200,000"
PA1090945,Total PFAS,2020,"6,200,000"
PA1090962,PFOS,2020,"3,600,000"
PA1090962,PFOA,2020-2023,"6,500,000"
PA1090962,Total PFAS,2020-2023,"10,100,000"
PA1090993,PFHxA,2020,"26,800,000"
PA1090993,PFOS,2020,"6,100,000"
PA1090993,PFOA,2020,"6,500,000"
PA1090993,PFHpA,2020,"4,900,000"
PA1090993,Total PFAS,2020,"44,300,000"
PA1091210,PFOA,2020,"5,200,000"
PA1091210,Total PFAS,2020,"5,200,000"
PA1150015,PFBS,2020,"7,300,000"
PA1150015,PFHxS,2020,"36,700,000"
PA1150015,PFHxA,2020,"39,300,000"
PA1150015,PFOS,2020,"21,800,000"
PA1150015,PFOA,2020,"9,700,000"
PA1150015,PFHpA,2020,"10,600,000"
PA1150015,Total PFAS,2020,"125,400,000"
PA1150026,PFBS,2020,"3,400,000"
PA1150026,PFOS,2020,"3,500,000"
PA1150026,PFOA,2020,"4,200,000"
PA1150026,Total PFAS,2020,"11,100,000"
PA1150035,PFOA,2020,"4,500,000"
PA1150035,Total PFAS,2020,"4,500,000"
PA1150069,PFOA,2020,"5,000,000"
PA1150069,Total PFAS,2020,"5,000,000"
PA1150108,PFBS,2023,4.5
PA1150108,PFBA,2023,19
PA1150108,PFHxS,2023,4.2
PA1150108,PFHxA,2020-2023,"6,800,000"
PA1150108,PFOS,2020-2023,"19,800,000"
PA1150108,PFOA,2020-2023,"11,700,000"
PA1150108,PFPeA,2023,13
PA1150108,PFHpA,2020-2023,"4,600,000"
PA1150108,Total PFAS,2020-2023,"42,900,000"
PA1150127,PFBS,2020,"2,300,000"
PA1150127,PFHxS,2020,"2,000,000"
PA1150127,PFHxA,2020,"2,000,000"
PA1150127,PFOS,2020,"4,300,000"
PA1150127,PFOA,2020,"4,200,000"
PA1150127,Total PFAS,2020,"14,800,000"
PA1150189,PFBS,2020,"6,800,000"
PA1150189,PFHxS,2020,"13,100,000"
PA1150189,PFHxA,2020,"9,400,000"
PA1150189,PFOS,2020,"26,100,000"
PA1150189,PFOA,2020,"29,300,000"
PA1150189,PFHpA,2020,"6,600,000"
PA1150189,Total PFAS,2020,"91,300,000"
PA1150318,PFOA,2020,"4,000,000"
PA1150318,Total PFAS,2020,"4,000,000"
PA1150612,PFBS,2020,"5,900,000"
PA1150612,PFHxS,2020,"5,300,000"
PA1150612,PFHxA,2020,"4,600,000"
PA1150612,PFOA,2020,"7,900,000"
PA1150612,Total PFAS,2020,"23,700,000"
PA1150625,PFHxA,2020,"11,800,000"
PA1150625,PFOS,2020,"3,800,000"
PA1150625,PFOA,2020,"12,900,000"
PA1150625,PFHpA,2020,"6,500,000"
PA1150625,Total PFAS,2020,"35,000,000"
PA1150629,PFBS,2020,"3,500,000"
PA1150629,PFHxA,2020,"6,500,000"
PA1150629,PFOS,2020,"4,600,000"
PA1150629,PFOA,2020,"6,800,000"
PA1150629,Total PFAS,2020,"21,400,000"
PA1150872,PFBS,2020,"4,400,000"
PA1150872,PFHxS,2020,"5,100,000"
PA1150872,PFHxA,2020,"4,500,000"
PA1150872,PFOA,2020,"4,500,000"
PA1150872,Total PFAS,2020,"18,500,000"
PA1460012,PFHxS,2020,"4,200,000"
PA1460012,PFHxA,2020,"5,500,000"
PA1460012,PFOS,2020,"13,900,000"
PA1460012,PFOA,2020,"11,700,000"
PA1460012,PFHpA,2020,"3,900,000"
PA1460012,Total PFAS,2020,"39,200,000"
PA1460022,PFBS,2020-2023,"5,600,000"
PA1460022,PFBA,2023,6.6
PA1460022,PFHxS,2023,4.2
PA1460022,PFHxA,2023,11
PA1460022,PFOS,2020-2023,"8,600,000"
PA1460022,PFOA,2020-2023,"12,800,000"
PA1460022,PFPeA,2023,8.4
PA1460022,PFHpA,2023,6.2
PA1460022,Total PFAS,2020-2023,"21,700,000"
PA1460023,PFHxA,2020,"6,500,000"
PA1460023,PFOS,2020,"5,700,000"
PA1460023,PFOA,2020,"8,500,000"
PA1460023,PFNA,2020,"5,100,000"
PA1460023,Total PFAS,2020,"25,800,000"
PA1460028,PFOS,2017,22
PA1460028,PFOA,2017,14
PA1460028,PFHpA,2014,11
PA1460028,Total PFAS,2014-2017,22
PA1460033,PFBS,2014,110
PA1460033,PFHxS,2014,590
PA1460033,PFOS,2014-2017,"2,615"
PA1460033,PFOA,2014-2019,655
PA1460033,PFHpA,2014,39
PA1460033,Total PFAS,2014-2019,"2,615"
PA1460034,PFBS,2020,"11,000,000"
PA1460034,PFHxS,2020,"3,100,000"
PA1460034,PFHxA,2020,"13,000,000"
PA1460034,PFOS,2020,"13,000,000"
PA1460034,PFOA,2020,"25,000,000"
PA1460034,PFHpA,2020,"13,000,000"
PA1460034,PFNA,2020,"3,400,000"
PA1460034,Total PFAS,2020,"81,500,000"
PA1460036,PFHxS,2020,"2,000,000"
PA1460036,PFOS,2020,"4,200,000"
PA1460036,PFOA,2020,"3,400,000"
PA1460036,Total PFAS,2020,"9,600,000"
PA1460039,PFBS,2020,"27,000,000"
PA1460039,PFHxS,2020,"2,800,000"
PA1460039,PFHxA,2020,"8,100,000"
PA1460039,PFOS,2020,"6,400,000"
PA1460039,PFOA,2020,"18,000,000"
PA1460039,PFHpA,2020,"5,800,000"
PA1460039,Total PFAS,2020,"68,100,000"
PA1460042,PFBS,2023,3.9
PA1460042,PFOS,2023,7.6
PA1460042,PFOA,2023,5
PA1460042,Total PFAS,2023,17
PA1460046,PFHxA,2020,"4,000,000"
PA1460046,PFOA,2020,"5,400,000"
PA1460046,Total PFAS,2020,"9,400,000"
PA1460050,PFHxA,2020,"87,500,000"
PA1460050,PFOS,2020,"7,500,000"
PA1460050,PFOA,2020,"9,600,000"
PA1460050,PFHpA,2020,"32,600,000"
PA1460050,Total PFAS,2020,"137,200,000"
PA1460055,PFBS,2020,"3,900,000"
PA1460055,PFHxS,2020,"4,900,000"
PA1460055,PFHxA,2020,"12,200,000"
PA1460055,PFOS,2020,"8,900,000"
PA1460055,PFOA,2020,"16,400,000"
PA1460055,PFHpA,2020,"8,300,000"
PA1460055,Total PFAS,2020,"54,600,000"
PA1460056,PFHxA,2020,"5,200,000"
PA1460056,PFOS,2020,"6,600,000"
PA1460056,PFOA,2020,"8,100,000"
PA1460056,PFNA,2020,"9,600,000"
PA1460056,Total PFAS,2020,"29,500,000"
PA1460062,PFHxS,2020,"8,500,000"
PA1460062,PFOS,2020,"10,900,000"
PA1460062,PFOA,2020,"4,400,000"
PA1460062,Total PFAS,2020,"23,800,000"
PA1460073,PFBS,2020,"3,500,000"
PA1460073,PFHxS,2020,"5,400,000"
PA1460073,PFHxA,2020,"7,100,000"
PA1460073,PFOS,2020,"7,600,000"
PA1460073,PFOA,2020,"7,300,000"
PA1460073,PFNA,2020,"8,500,000"
PA1460073,Total PFAS,2020,"23,600,000"
PA1460086,PFBS,2020,"6,400,000"
PA1460086,PFHxS,2020,"4,400,000"
PA1460086,PFOS,2020,"9,100,000"
PA1460086,PFOA,2020,"8,600,000"
PA1460086,Total PFAS,2020,"28,500,000"
PA1460340,PFBS,2020,"2,800,000"
PA1460340,PFHxS,2020,"2,600,000"
PA1460340,PFHxA,2020,"29,000,000"
PA1460340,PFOS,2020,"6,600,000"
PA1460340,PFOA,2020,"12,000,000"
PA1460340,PFHpA,2020,"6,800,000"
PA1460340,PFNA,2020,"1,800,000"
PA1460340,Total PFAS,2020,"61,600,000"
PA1460492,PFBS,2023,3
PA1460492,PFHxA,2023,3.9
PA1460492,PFOS,2023,4
PA1460492,PFOA,2023,5.4
PA1460492,PFPeA,2023,4.3
PA1460492,Total PFAS,2023,21
PA1510800,PFHxA,2020,"7,800,000"
PA1510800,PFOA,2020,"9,900,000"
PA1510800,PFHpA,2020,"4,400,000"
PA1510800,Total PFAS,2020,"22,100,000"
PA2400076,PFHxS,2023,3.5
PA2400076,PFHxA,2023,3.5
PA2400076,PFOS,2023,7.9
PA2400076,PFOA,2023,4.1
PA2400076,PFPeA,2023,4.3
PA2400076,Total PFAS,2023,22
PA2400115,PFBS,2023,3.9
PA2400115,PFOS,2023,5.9
PA2400115,Total PFAS,2023,9.8
PA2400919,PFOS,2020,"7,700,000"
PA2400919,PFOA,2020,"5,300,000"
PA2400919,Total PFAS,2020,"13,000,000"
PA2450022,PFOS,2020,"2,300,000"
PA2450022,Total PFAS,2020,"2,300,000"
PA2450028,PFOA,2020,"2,500,000"
PA2450028,Total PFAS,2020,"2,500,000"
PA2450049,PFOA,2019,"3,400,000"
PA2450049,PFHpA,2019,"2,900,000"
PA2450049,Total PFAS,2019,"6,300,000"
PA2450063,PFOS,2020,"3,800,000"
PA2450063,PFOA,2020,"4,600,000"
PA2450063,Total PFAS,2020,"8,400,000"
PA2450107,PFOA,2021,"2,100,000"
PA2450107,Total PFAS,2021,"2,100,000"
PA2450129,PFOA,2020,"2,600,000"
PA2450129,Total PFAS,2020,"2,600,000"
PA2451345,PFOA,2021,"5,300,000"
PA2451345,Total PFAS,2021,"5,300,000"
PA2451413,PFOS,2020,"4,400,000"
PA2451413,PFOA,2020,"4,000,000"
PA2451413,Total PFAS,2020,"8,400,000"
PA2660014,PFHxA,2023,4.4
PA2660014,PFOS,2023,6.6
PA2660014,PFOA,2023,4.8
PA2660014,PFPeA,2023,5.5
PA2660014,Total PFAS,2023,21
PA2660024,PFHxA,2021,"10,000,000"
PA2660024,PFOS,2021,"3,200,000"
PA2660024,PFOA,2021,"7,900,000"
PA2660024,PFHpA,2021,"2,900,000"
PA2660024,Total PFAS,2021,"24,000,000"
PA2660039,PFBS,2019-2020,"3,100,000"
PA2660039,PFOS,2019-2020,"4,000,000"
PA2660039,PFOA,2019-2020,"2,300,000"
PA2660039,Total PFAS,2019-2020,"8,900,000"
PA2660385,PFBS,2020,"3,800,000"
PA2660385,PFOS,2020,"9,100,000"
PA2660385,Total PFAS,2020,"12,900,000"
PA3060004,PFBS,2021,"64,000,000"
PA3060004,PFHxA,2021,"2,900,000"
PA3060004,PFOA,2021,"2,100,000"
PA3060004,PFHpA,2021,"2,800,000"
PA3060004,Total PFAS,2021,"71,800,000"
PA3060038,PFBS,2020,"5,100,000"
PA3060038,PFHxS,2020,"4,300,000"
PA3060038,PFHxA,2020,"6,100,000"
PA3060038,PFOS,2020,"13,000,000"
PA3060038,PFOA,2020,"7,300,000"
PA3060038,PFHpA,2020,"3,300,000"
PA3060038,PFNA,2020,"5,100,000"
PA3060038,Total PFAS,2020,"44,200,000"
PA3060048,PFBS,2019,"2,400,000"
PA3060048,PFHxS,2019,"2,800,000"
PA3060048,PFHxA,2020,"6,800,000"
PA3060048,PFOS,2019,"2,800,000"
PA3060048,PFOA,2019,"5,000,000"
PA3060048,Total PFAS,2019-2020,"13,000,000"
PA3060083,PFBS,2023,4.9
PA3060083,PFBA,2023,21
PA3060083,PFHxA,2023,3.7
PA3060083,PFOA,2023,4.7
PA3060083,PFPeA,2023,4.6
PA3060083,Total PFAS,2023,39
PA3060088,PFBS,2019-2020,"5,900,000"
PA3060088,PFHxS,2019-2020,"4,800,000"
PA3060088,PFHxA,2020,"4,100,000"
PA3060088,PFOS,2019-2020,"9,800,000"
PA3060088,PFOA,2019-2020,"6,800,000"
PA3060088,PFHpA,2019-2020,"2,600,000"
PA3060088,Total PFAS,2019-2020,"30,600,000"
PA3060141,PFBS,2020,"29,100,000"
PA3060141,PFHxA,2020,"52,000,000"
PA3060141,PFOS,2020,"6,500,000"
PA3060141,PFOA,2020,"59,600,000"
PA3060141,PFHpA,2020,"32,200,000"
PA3060141,PFNA,2020,"8,800,000"
PA3060141,Total PFAS,2020,"188,200,000"
PA3060677,PFOS,2019,"1,800,000"
PA3060677,Total PFAS,2019,"1,800,000"
PA3060678,PFBS,2020,"9,800,000"
PA3060678,PFHxS,2020,"6,200,000"
PA3060678,PFHxA,2020,"32,200,000"
PA3060678,PFOS,2020,"11,800,000"
PA3060678,PFOA,2020,"31,200,000"
PA3060678,PFHpA,2020,"10,600,000"
PA3060678,PFNA,2020,"5,600,000"
PA3060678,Total PFAS,2020,"107,400,000"
PA3060838,PFBS,2020,"2,100,000"
PA3060838,PFHxS,2020,"3,300,000"
PA3060838,PFHxA,2020,"5,000,000"
PA3060838,PFOS,2020,"12,000,000"
PA3060838,PFOA,2020,"7,600,000"
PA3060838,PFHpA,2020,"2,200,000"
PA3060838,PFNA,2020,"2,200,000"
PA3060838,Total PFAS,2020,"34,400,000"
PA3061254,PFOS,2020,"4,600,000"
PA3061254,Total PFAS,2020,"4,600,000"
PA3390024,PFBS,2020,"2,800,000"
PA3390024,PFHxA,2020-2023,"4,100,000"
PA3390024,PFOS,2020,"3,200,000"
PA3390024,PFOA,2020,"3,800,000"
PA3390024,PFPeA,2023,4.6
PA3390024,PFHpA,2020,"2,100,000"
PA3390024,Total PFAS,2020-2023,"16,000,000"
