pws_id,Chemical,Years tested,Maximum Level (ppt)
CO0123123,PFHxA,2020,4.2
CO0123123,PFHpA,2020,0.8
CO0123123,Total PFAS,2020,5.8
CO0123133,PFHxA,2020,0.8
CO0123133,Total PFAS,2020,0.8
CO0123167,NMeFOSAA,2020,0.6
CO0123167,Total PFAS,2020,0.6
CO0123601,PFBS,2020,1.2
CO0123601,PFHxS,2020,2.7
CO0123601,PFHxA,2020,2.1
CO0123601,PFOS,2020,1.6
CO0123601,PFOA,2020,1.7
CO0123601,PFHpA,2020,0.6
CO0123601,Total PFAS,2020,7.7
CO0123676,PFBS,2020,0.5
CO0123676,PFHxA,2020,0.8
CO0123676,Total PFAS,2020,1.3
CO0123710,PFBS,2020,0.4
CO0123710,PFHxA,2020,0.8
CO0123710,Total PFAS,2020,1.2
CO0123838,PFBS,2020,0.9
CO0123838,PFHxA,2020,0.8
CO0123838,PFOA,2020,0.5
CO0123838,Total PFAS,2020,2.2
CO0123860,PFHxA,2020,0.5
CO0123860,Total PFAS,2020,0.5
CO0125322,PFBS,2020,1.6
CO0125322,PFHxS,2020,1.2
CO0125322,PFHxA,2020,1.1
CO0125322,PFOS,2020,1.2
CO0125322,PFOA,2020,2.2
CO0125322,PFHpA,2020,0.9
CO0125322,Total PFAS,2020,8.2
CO0125352,PFBS,2020,0.6
CO0125352,PFHxA,2020,0.8
CO0125352,PFOS,2020,0.6
CO0125352,PFOA,2020,0.5
CO0125352,Total PFAS,2020,2.5
CO0126325,PFBS,2020,1.6
CO0126325,PFHxS,2020,2.2
CO0126325,PFHxA,2020,1.3
CO0126325,PFOS,2020,2.6
CO0126325,PFOA,2020,1.3
CO0126325,PFHpA,2020,0.6
CO0126325,Total PFAS,2020,9.4
CO0129233,PFBS,2020,1.5
CO0129233,PFHxS,2020,0.5
CO0129233,PFOS,2020,0.6
CO0129233,Total PFAS,2020,2.7
CO0129834,PFBS,2020,0.4
CO0129834,PFHxS,2020,2.8
CO0129834,PFOS,2020,0.9
CO0129834,Total PFAS,2020,4.1
CO0130020,PFBS,2020,1.9
CO0130020,PFHxS,2020,1.2
CO0130020,PFHxA,2020,1.7
CO0130020,PFOS,2020,1.1
CO0130020,PFOA,2020,1.5
CO0130020,PFHpA,2020,0.9
CO0130020,Total PFAS,2020,8.3
CO0130035,PFHxA,2020,1.1
CO0130035,PFOA,2020,0.5
CO0130035,Total PFAS,2020,1.6
CO0130050,PFBS,2020,1.7
CO0130050,PFHxS,2020,2.4
CO0130050,PFHxA,2020,3.3
CO0130050,PFOS,2020,2
CO0130050,PFOA,2020,3.8
CO0130050,PFHpA,2020,1
CO0130050,Total PFAS,2020,12
CO0130055,PFBS,2020,0.7
CO0130055,PFHxS,2020,0.5
CO0130055,PFHxA,2020,1.5
CO0130055,PFOS,2020,1
CO0130055,PFOA,2020,1.3
CO0130055,PFHpA,2020,0.5
CO0130055,Total PFAS,2020,5.3
CO0130085,PFBS,2023,3
CO0130085,PFHxA,2023,4.1
CO0130085,Total PFAS,2023,6
CO0130095,PFBS,2020,10
CO0130095,PFHxS,2020,3.7
CO0130095,PFHxA,2020,1.5
CO0130095,PFOS,2020,2.9
CO0130095,PFOA,2020,2.4
CO0130095,PFNA,2020,1.9
CO0130095,PFHpA,2020,0.9
CO0130095,Total PFAS,2020,21
CO0130184,PFBS,2020,4.9
CO0130184,PFHxS,2020,3.8
CO0130184,PFHxA,2020,1.5
CO0130184,PFOS,2020,0.6
CO0130184,PFOA,2020,1.6
CO0130184,PFHpA,2020,0.9
CO0130184,Total PFAS,2020,13
CO0130187,PFBS,2020,1
CO0130187,PFHxS,2020,0.6
CO0130187,PFOS,2020,1.2
CO0130187,Total PFAS,2020,2.8
CO0131400,PFTA,2020,0.3
CO0131400,9Cl-PF3ONS,2020,0.3
CO0131400,Total PFAS,2020,0.3
CO0133150,PFBS,2020,1.3
CO0133150,PFHxS,2020,3.7
CO0133150,PFHxA,2020,1.9
CO0133150,PFOA,2020,1.2
CO0133150,PFHpA,2020,0.8
CO0133150,Total PFAS,2020,8.5
CO0133600,PFHxS,2020,0.9
CO0133600,PFHxA,2020,0.8
CO0133600,PFOA,2020,0.5
CO0133600,Total PFAS,2020,2.2
CO0134020,PFBS,2020,1.1
CO0134020,PFHxA,2020,1.1
CO0134020,PFOS,2020,1.7
CO0134020,Total PFAS,2020,1.7
CO0134210,PFBS,2020,0.6
CO0134210,Total PFAS,2020,0.6
CO0134330,PFBS,2020,2.4
CO0134330,Total PFAS,2020,2.4
CO0134480,PFBS,2020,0.5
CO0134480,Total PFAS,2020,0.5
CO0134530,PFBS,2020,0.6
CO0134530,Total PFAS,2020,0.6
CO0134840,PFBS,2020,1.2
CO0134840,PFHxS,2020,3.2
CO0134840,Total PFAS,2020,4.4
CO0135291,PFOS,2020,0.6
CO0135291,Total PFAS,2020,0.6
CO0137010,PFOS,2020,0.5
CO0137010,PFOA,2020,1
CO0137010,PFHpA,2020,0.2
CO0137010,Total PFAS,2020,1.5
CO0138030,PFHxS,2020,0.8
CO0138030,Total PFAS,2020,0.8
CO0139180,PFBS,2020,0.9
CO0139180,Total PFAS,2020,0.9
CO0143176,PFBA,2023,30
CO0143176,Total PFAS,2023,30
CO0143515,PFBA,2023,8
CO0143515,Total PFAS,2023,8
CO0144001,PFHxS,2020,0.7
CO0144001,Total PFAS,2020,0.7
CO0144025,PFBS,2020,2.1
CO0144025,PFHxS,2020,1.9
CO0144025,PFOS,2020,1.5
CO0144025,Total PFAS,2020,5.5
CO0145210,PFBS,2020,9.3
CO0145210,PFHxS,2020,5.8
CO0145210,PFHxA,2020,1.8
CO0145210,PFOS,2020,3.1
CO0145210,PFOA,2020,1.9
CO0145210,PFHpA,2020,0.5
CO0145210,Total PFAS,2020,22
CO0146592,PFBS,2020,0.4
CO0146592,PFOA,2020,0.9
CO0146592,Total PFAS,2020,1.2
CO0147090,PFBS,2020,1.1
CO0147090,PFHxS,2020,1.2
CO0147090,PFHxA,2020,2.5
CO0147090,PFOS,2020,0.8
CO0147090,PFOA,2020,1.9
CO0147090,PFHpA,2020,0.9
CO0147090,Total PFAS,2020,8.4
CO0149842,PFBS,2020,0.4
CO0149842,Total PFAS,2020,0.4
CO0150400,PFOS,2020,0.9
CO0150400,Total PFAS,2020,0.9
CO0151050,PFBS,2020,5.6
CO0151050,PFHxS,2020,8.5
CO0151050,PFHxA,2020,4.9
CO0151050,PFOS,2020,4
CO0151050,PFOA,2020,3.2
CO0151050,PFHpA,2020,1.8
CO0151050,Total PFAS,2020,28
CO0151500,PFHxA,2020,0.4
CO0151500,Total PFAS,2020,0.4
CO0151650,PFBS,2020,0.5
CO0151650,PFHxA,2020,0.5
CO0151650,Total PFAS,2020,0.9
CO0151750,PFBS,2020,0.5
CO0151750,PFHxA,2020,0.6
CO0151750,Total PFAS,2020,1.1
CO0153200,PFBS,2020,0.2
CO0153200,PFOA,2020,1.6
CO0153200,Total PFAS,2020,1.8
CO0154715,PFBS,2020,1
CO0154715,PFHxS,2020,1
CO0154715,PFOS,2020,1
CO0154715,PFOA,2020,0.7
CO0154715,Total PFAS,2020,3.6
CO0154755,PFBS,2020,1
CO0154755,PFHxS,2020,8.3
CO0154755,PFOS,2020,2
CO0154755,Total PFAS,2020,11
CO0154842,PFBS,2020,2.6
CO0154842,PFHxS,2020,1.1
CO0154842,PFHxA,2020,0.7
CO0154842,PFOS,2020,1.1
CO0154842,PFOA,2020,0.9
CO0154842,Total PFAS,2020,6.3
CO0157011,PFBS,2020,0.2
CO0157011,Total PFAS,2020,0.2
CO0157250,PFBS,2020,1.3
CO0157250,Total PFAS,2020,1.3
CO0157400,PFHxS,2020,1.8
CO0157400,PFOS,2020,2.6
CO0157400,PFOA,2020,0.6
CO0157400,Total PFAS,2020,4.4
CO0157800,PFBS,2020,0.7
CO0157800,Total PFAS,2020,0.7
CO0158001,PFBS,2020,2.4
CO0158001,PFHxS,2020,2.6
CO0158001,PFOS,2020,1
CO0158001,Total PFAS,2020,6
CO0159005,PFBS,2020,1
CO0159005,PFHxS,2020,0.8
CO0159005,Total PFAS,2020,1.8
CO0159025,PFBS,2020,1.6
CO0159025,PFHxS,2020,1
CO0159025,PFHxA,2020,1.9
CO0159025,PFOS,2020,1
CO0159025,PFOA,2020,1.7
CO0159025,PFHpA,2020,1
CO0159025,Total PFAS,2020,8.2
CO0159030,PFBS,2020,1.6
CO0159030,PFOS,2020,1.1
CO0159030,Total PFAS,2020,2.7
CO0159035,PFHxA,2020,1.5
CO0159035,PFOA,2020,0.6
CO0159035,PFHpA,2020,0.9
CO0159035,Total PFAS,2020,3
CO0159040,PFHxS,2020,0.5
CO0159040,PFHxA,2020,1.7
CO0159040,PFOA,2020,0.5
CO0159040,PFHpA,2020,1
CO0159040,Total PFAS,2020,3.7
CO0159045,PFBS,2020,1
CO0159045,PFHxS,2020,0.8
CO0159045,Total PFAS,2020,1.8
CO0159065,PFBS,2020,0.2
CO0159065,Total PFAS,2020,0.2
CO0159070,PFBS,2020,4.2
CO0159070,PFHxS,2020,0.8
CO0159070,PFHxA,2020,0.7
CO0159070,PFOS,2020,1.5
CO0159070,PFOA,2020,1.3
CO0159070,PFHpA,2020,0.5
CO0159070,Total PFAS,2020,9
CO0159095,PFBS,2020,2.9
CO0159095,PFHxS,2020,3.6
CO0159095,PFHxA,2020,1.5
CO0159095,PFOS,2020,2.7
CO0159095,PFOA,2020,2
CO0159095,PFNA,2020,0.7
CO0159095,PFHpA,2020,0.9
CO0159095,Total PFAS,2020,14
CO0162511,PFOS,2020,0.6
CO0162511,Total PFAS,2020,0.6
CO0162833,PFBS,2020,1.7
CO0162833,PFHxS,2020,2.1
CO0162833,PFHxA,2020,3
CO0162833,PFOS,2020,3.8
CO0162833,PFOA,2020,1.6
CO0162833,PFHpA,2020,1.3
CO0162833,Total PFAS,2020,14
CO0203012,PFTA,2020,0.5
CO0203012,Total PFAS,2020,0.5
CO0218015,PFHxA,2020,0.6
CO0218015,Total PFAS,2020,0.6
CO0221060,PFBS,2020,2
CO0221060,PFHxS,2020,3.2
CO0221060,PFHxA,2020,3.4
CO0221060,PFOS,2020,2.5
CO0221060,PFOA,2020,2.7
CO0221060,PFHpA,2020,1.4
CO0221060,Total PFAS,2020,15
CO0221980,PFHxA,2020,0.9
CO0221980,PFOS,2020,0.4
CO0221980,PFOA,2020,1.2
CO0221980,PFHpA,2020,0.7
CO0221980,Total PFAS,2020,3.3
CO0223833,PFBS,2020,1.2
CO0223833,Total PFAS,2020,1.2
CO0230013,PFOS,2020,0.8
CO0230013,Total PFAS,2020,0.8
CO0230043,PFBS,2020,0.5
CO0230043,PFHxS,2020,1.4
CO0230043,Total PFAS,2020,1.9
CO0230045,PFHxS,2020,1.5
CO0230045,PFHxA,2020,0.9
CO0230045,PFOS,2020,1.2
CO0230045,PFOA,2020,1.5
CO0230045,Total PFAS,2020,5.1
CO0230225,PFBS,2020,5.6
CO0230225,PFHxS,2020,2
CO0230225,PFHxA,2020,1.9
CO0230225,PFOA,2020,3.2
CO0230225,PFHpA,2020,1.1
CO0230225,Total PFAS,2020,14
CO0230290,PFBS,2020,2.1
CO0230290,PFHxS,2020,2
CO0230290,Total PFAS,2020,4.1
CO0230355,PFHxA,2020,0.8
CO0230355,PFOA,2020,0.9
CO0230355,Total PFAS,2020,1.6
CO0230514,PFBS,2020,0.6
CO0230514,PFHxS,2020,1.4
CO0230514,PFHxA,2020,0.5
CO0230514,PFOS,2020,2.2
CO0230514,PFOA,2020,1.5
CO0230514,Total PFAS,2020,6.2
CO0235182,PFBA,2023,5.9
CO0235182,Total PFAS,2023,5.9
CO0247205,PFBS,2020,4
CO0247205,PFHxS,2020,1.8
CO0247205,Total PFAS,2020,5.8
CO0253860,PFBS,2020,4.4
CO0253860,PFHxS,2020,1.6
CO0253860,PFHxA,2020,0.7
CO0253860,PFOS,2020,2.8
CO0253860,PFOA,2020,2
CO0253860,Total PFAS,2020,11
CO0254200,PFBS,2020,0.6
CO0254200,PFHxS,2020,0.9
CO0254200,PFHxA,2020,0.6
CO0254200,Total PFAS,2020,2.1
CO0254676,PFBS,2020,2.3
CO0254676,PFHxS,2020,0.8
CO0254676,PFHxA,2020,1.4
CO0254676,PFOS,2020,3.2
CO0254676,PFOA,2020,2
CO0254676,PFHpA,2020,0.8
CO0254676,Total PFAS,2020,10
CT0580011,PFBA,2023,12
CT0580011,Total PFAS,2023,12
CT1130011,PFHxA,2023,3.3
CT1130011,PFPeA,2023,3.6
CT1130011,Total PFAS,2023,6.9
DE0000246,PFHxA,2023,4.8
DE0000246,PFPeA,2023,6.1
DE0000246,Total PFAS,2023,11
DE0000634,PFBA,2023,147
DE0000634,PFPeA,2023,123
DE0000634,Total PFAS,2023,270
DE00A0837,PFBA,2023,8
DE00A0837,PFHxA,2023,3.6
DE00A0837,PFPeA,2023,14
DE00A0837,Total PFAS,2023,25
FL1030467,PFBA,2023,6.3
FL1030467,Total PFAS,2023,6.3
FL2551004,PFBA,2023,8.5
FL2551004,PFHxA,2023,6.7
FL2551004,PFPeA,2023,8.3
FL2551004,PFHpA,2023,6.4
FL2551004,Total PFAS,2023,30
FL3051447,PFBS,2023,3.1
FL3051447,PFBA,2023,9
FL3051447,PFPeA,2023,3.1
FL3051447,Total PFAS,2023,15
FL3350745,PFHxS,2023,3
FL3350745,PFOS,2023,4
FL3350745,Total PFAS,2023,7
FL3590201,PFBS,2023,3.3
FL3590201,PFHxA,2023,3.1
FL3590201,PFPeA,2023,3.4
FL3590201,Total PFAS,2023,9.8
FL3600007,PFHxS,2023,6.4
FL3600007,Total PFAS,2023,6.4
FL4430667,PFHxS,2023,8
FL4430667,Total PFAS,2023,8
FL4470257,PFBS,2023,5
FL4470257,PFBA,2023,11
FL4470257,PFHxS,2023,3
FL4470257,PFHxA,2023,6.5
FL4470257,PFPeA,2023,7.8
FL4470257,PFHpA,2023,3.7
FL4470257,Total PFAS,2023,37
FL4501559,PFBS,2023,3.7
FL4501559,PFBA,2023,11
FL4501559,PFHxA,2023,5.3
FL4501559,PFPeA,2023,7.1
FL4501559,PFHpA,2023,3.2
FL4501559,Total PFAS,2023,30
FL5084100,PFBS,2023,5.1
FL5084100,PFBA,2023,7.4
FL5084100,PFPeA,2023,4.4
FL5084100,Total PFAS,2023,16
FL6290388,PFPeA,2023,3.6
FL6290388,Total PFAS,2023,3.6
FL6410182,PFBS,2023,5.2
FL6410182,PFBA,2023,8.5
FL6410182,PFHxA,2023,6.5
FL6410182,PFPeA,2023,8.5
FL6410182,Total PFAS,2023,28
FL6411098,PFBA,2023,5.5
FL6411098,Total PFAS,2023,5.5
FL6424652,PFBS,2023,4.2
FL6424652,PFPeA,2023,3.5
FL6424652,Total PFAS,2023,7.7
FL6514846,PFPeA,2023,3.4
FL6514846,Total PFAS,2023,3.4
FL6520705,PFHxA,2023,4.4
FL6520705,PFPeA,2023,5.7
FL6520705,Total PFAS,2023,10
FL6521406,PFHxA,2023,3.1
FL6521406,PFPeA,2023,3.8
FL6521406,Total PFAS,2023,6.9
FL6530315,PFBA,2023,5.8
FL6530315,Total PFAS,2023,5.8
GA0150001,PFBS,2023,3.4
GA0150001,PFBA,2023,14
GA0150001,PFHxA,2023,3
GA0150001,PFPeA,2023,3
GA0150001,Total PFAS,2023,15
GA0170000,6:2 FTSA,2023,17
GA0170000,Total PFAS,2023,17
GA0670001,PFBS,2023,3.6
GA0670001,Total PFAS,2023,3.6
GA0670003,PFBS,2023,3.1
GA0670003,PFBA,2023,6.5
GA0670003,Total PFAS,2023,9.6
GA0670007,PFHxA,2023,3.7
GA0670007,PFPeA,2023,4
GA0670007,Total PFAS,2023,7.7
GA1130001,PFBS,2023,3
GA1130001,PFHxS,2023,3.4
GA1130001,PFHxA,2023,4.7
GA1130001,PFPeA,2023,5.9
GA1130001,Total PFAS,2023,17
GA1130003,PFBS,2023,3
GA1130003,PFHxS,2023,3.4
GA1130003,PFHxA,2023,5.2
GA1130003,PFPeA,2023,6.3
GA1130003,Total PFAS,2023,18
GA1170000,PFBA,2023,7.8
GA1170000,Total PFAS,2023,7.8
GA1210001,PFBS,2023,3
GA1210001,PFBA,2023,8.3
GA1210001,PFHxA,2023,4.3
GA1210001,PFPeA,2023,4.8
GA1210001,Total PFAS,2023,12
GA1210006,PFHxA,2023,3
GA1210006,PFPeA,2023,3
GA1210006,Total PFAS,2023,6
GA1210009,PFBS,2023,5.8
GA1210009,PFHxA,2023,5.8
GA1210009,PFPeA,2023,4.7
GA1210009,Total PFAS,2023,15
GA1430000,PFHxA,2023,7.9
GA1430000,PFPeA,2023,6.1
GA1430000,6:2 FTSA,2023,168
GA1430000,Total PFAS,2023,182
GA1510001,PFBS,2023,3
GA1510001,PFBA,2023,6.6
GA1510001,Total PFAS,2023,6.6
GA1690002,PFBS,2023,4.4
GA1690002,Total PFAS,2023,4.4
GA2170001,PFBA,2023,9.2
GA2170001,PFHxA,2023,11
GA2170001,PFPeA,2023,15
GA2170001,Total PFAS,2023,30
GA2190000,PFBA,2023,6.1
GA2190000,Total PFAS,2023,6.1
GA2270000,PFBS,2023,4.4
GA2270000,Total PFAS,2023,4.4
GA2550000,PFHpA,2013,10
GA2550000,Total PFAS,2013,10
GA2670002,6:2 FTSA,2023,17
GA2670002,Total PFAS,2023,17
GA2850001,PFBS,2023,5.1
GA2850001,PFBA,2023,11
GA2850001,PFHxA,2023,7
GA2850001,PFOA,2023,4
GA2850001,PFPeA,2023,9.7
GA2850001,Total PFAS,2023,37
GA2970001,PFBS,2023,3.5
GA2970001,Total PFAS,2023,3.5
GA2970002,PFBS,2023,3.6
GA2970002,Total PFAS,2023,3.6
GA3110000,PFBA,2023,8.1
GA3110000,Total PFAS,2023,8.1
GA3130000,PFBS,2015,120
GA3130000,Total PFAS,2015,120
HI0000331,PFHxS,2023,3
HI0000331,Total PFAS,2023,3
HI0000335,PFPeA,2023,3.3
HI0000335,Total PFAS,2023,3.3
IA0790074,PFBS,2023,3.2
IA0790074,PFHxS,2023,13
IA0790074,PFHxA,2023,3.1
IA0790074,PFPeA,2023,4.8
IA0790074,Total PFAS,2023,16
IA2326048,PFBS,2023,12
IA2326048,PFBA,2023,648
IA2326048,PFPeA,2023,18
IA2326048,PFMPA,2023,10
IA2326048,PFMBA,2023,3
IA2326048,Total PFAS,2023,690
IA3060001,PFBA,2023,5
IA3060001,Total PFAS,2023,5
IA3070078,PFBA,2023,5.1
IA3070078,Total PFAS,2023,5.1
IA6803010,PFBA,2023,5.5
IA6803010,Total PFAS,2023,5.5
IA7717032,PFHxS,2023,3.5
IA7717032,Total PFAS,2023,3.5
IA8222001,PFBA,2023,14
IA8222001,Total PFAS,2023,14
IA9630012,PFBS,2023,6.8
IA9630012,Total PFAS,2023,6.8
IA9778054,PFBS,2023,14
IA9778054,PFBA,2023,5.8
IA9778054,PFHxS,2023,22
IA9778054,PFHxA,2023,23
IA9778054,PFPeA,2023,14
IA9778054,PFHpA,2023,3.2
IA9778054,PFPeS,2023,8.1
IA9778054,Total PFAS,2023,90
ID2250013,PFHxS,2022,1.1
ID2250013,Total PFAS,2022,1.1
ID2290024,PFBS,2022,2.5
ID2290024,Total PFAS,2022,2.5
ID4200032,PFHxS,2022,1.5
ID4200032,Total PFAS,2022,1.5
ID6060071,PFBS,2023,3
ID6060071,Total PFAS,2023,3
IL0050020,PFBA,2023,14
IL0050020,PFHxA,2023,3.4
IL0050020,PFPeA,2023,3.2
IL0050020,Total PFAS,2023,21
IL0110200,PFBS,2021,2.7
IL0110200,Total PFAS,2021,2.7
IL0130200,PFHxA,2021-2022,3.8
IL0130200,PFOS,2021-2022,2.5
IL0130200,PFOA,2021-2022,2.8
IL0130200,Total PFAS,2021-2022,8.1
IL0210500,PFBA,2023,5.2
IL0210500,Total PFAS,2023,5.2
IL0290050,PFBS,2022,3.9
IL0290050,PFHxS,2021-2022,4.7
IL0290050,PFHxA,2021-2022,5.6
IL0290050,PFOA,2022,2.2
IL0290050,Total PFAS,2021-2022,14
IL0310810,PFOS,2021-2022,2.4
IL0310810,PFOA,2021-2022,2.5
IL0310810,Total PFAS,2021-2022,4.6
IL0310990,PFOS,2021-2022,2.5
IL0310990,PFOA,2021,2.3
IL0310990,Total PFAS,2021-2022,4.8
IL0312070,PFOS,2020-2022,2.5
IL0312070,PFOA,2020-2022,2.1
IL0312070,Total PFAS,2020-2022,4.4
IL0313300,PFOS,2021,2.6
IL0313300,PFOA,2021,2.4
IL0313300,Total PFAS,2021,4.9
IL0313330,PFOS,2021-2022,2.7
IL0313330,PFOA,2021-2022,2.4
IL0313330,Total PFAS,2021-2022,4.9
IL0374850,PFHxS,2021-2022,2.3
IL0374850,PFOS,2021-2022,2.4
IL0374850,Total PFAS,2021-2022,4.6
IL0430200,PFBA,2023,5.1
IL0430200,Total PFAS,2023,5.1
IL0437245,PFOS,2021,2.5
IL0437245,PFOA,2021,2.2
IL0437245,Total PFAS,2021,4.7
IL0450150,PFBS,2021,2.2
IL0450150,Total PFAS,2021,2.2
IL0570250,PFBS,2021-2022,2.5
IL0570250,PFHxA,2021-2022,4.2
IL0570250,PFOS,2021-2022,2.6
IL0570250,PFOA,2021-2022,2.5
IL0570250,Total PFAS,2021-2022,11
IL0574620,PFBS,2020,2.3
IL0574620,PFHxS,2020-2021,12
IL0574620,Total PFAS,2020-2021,14
IL0610100,PFBS,2021-2022,5
IL0610100,PFHxS,2022,2.4
IL0610100,PFHxA,2021-2022,4
IL0610100,PFOA,2021-2022,2.9
IL0610100,Total PFAS,2021-2022,11
IL0630550,PFBS,2021-2022,6.8
IL0630550,PFOS,2021-2022,2
IL0630550,PFOA,2021,2.2
IL0630550,PFTA,2021,4
IL0630550,Total PFAS,2021-2022,7
IL0670250,PFHxA,2021,6.7
IL0670250,Total PFAS,2021,6.7
IL0670400,PFBS,2021,3
IL0670400,PFHxA,2021,3
IL0670400,PFOS,2021-2022,3.1
IL0670400,PFOA,2021,2.6
IL0670400,Total PFAS,2021-2022,11
IL0690160,PFBS,2022,2.3
IL0690160,PFHxS,2022,2.8
IL0690160,PFOS,2021-2022,3.8
IL0690160,PFOA,2021-2022,3.2
IL0690160,PFNA,2021-2022,3.6
IL0690160,Total PFAS,2021-2022,14
IL0810300,PFBA,2023,8.8
IL0810300,Total PFAS,2023,8.8
IL0835300,PFBA,2023,18
IL0835300,Total PFAS,2023,18
IL0850100,PFBS,2020-2022,3.1
IL0850100,PFHxA,2020-2022,2.2
IL0850100,PFOS,2020-2022,3.6
IL0850100,Total PFAS,2020-2022,8.1
IL0870350,PFNA,2021,2
IL0870350,Total PFAS,2021,2
IL0875510,PFNA,2021,2
IL0875510,Total PFAS,2021,2
IL0890120,PFBS,2020-2021,5.3
IL0890120,Total PFAS,2020-2021,5.3
IL0894070,PFBS,2020-2022,4.4
IL0894070,PFHxS,2020,2.5
IL0894070,PFHxA,2020-2022,7.9
IL0894070,PFOS,2020-2021,3.8
IL0894070,PFOA,2020-2021,3.9
IL0894070,PFHpA,2020,2.1
IL0894070,Total PFAS,2020-2022,24
IL0894380,PFBS,2021-2022,2.4
IL0894380,PFHxA,2021-2022,4.8
IL0894380,PFOS,2021-2022,2.5
IL0894380,PFOA,2021-2022,2.7
IL0894380,Total PFAS,2021-2022,12
IL0894830,PFBS,2020-2021,3.6
IL0894830,PFHxS,2020-2021,2.3
IL0894830,PFHxA,2021,2.1
IL0894830,PFOS,2020,2.3
IL0894830,Total PFAS,2020-2021,7.3
IL0910020,PFOA,2021,2.6
IL0910020,Total PFAS,2021,2.6
IL0910070,PFBS,2020,19
IL0910070,PFHxA,2020,15
IL0910070,PFHpA,2020,2.4
IL0910070,Total PFAS,2020,35
IL0915030,PFHxA,2021,3
IL0915030,Total PFAS,2021,3
IL0970050,PFOA,2020-2022,2.9
IL0970050,Total PFAS,2020-2022,2.9
IL0970240,PFBS,2021-2022,3.3
IL0970240,PFHxA,2021,2.3
IL0970240,Total PFAS,2021-2022,4.5
IL0970800,PFOS,2021-2022,2.7
IL0970800,PFOA,2021-2022,2.5
IL0970800,Total PFAS,2021-2022,4.9
IL0970900,PFBA,2023,5.1
IL0970900,Total PFAS,2023,5.1
IL0971250,PFOS,2021-2022,2.4
IL0971250,PFOA,2021-2022,3
IL0971250,Total PFAS,2021-2022,4.7
IL0971900,PFOS,2021-2022,2.5
IL0971900,PFOA,2021-2022,2.5
IL0971900,Total PFAS,2021-2022,5
IL0975790,PFHxA,2022,1.9
IL0975790,PFOS,2020-2022,2.4
IL0975790,PFOA,2021-2022,2.5
IL0975790,Total PFAS,2020-2022,6.2
IL0990020,PFOS,2021,3.2
IL0990020,Total PFAS,2021,3.2
IL0990300,PFBS,2021-2022,2.1
IL0990300,PFOS,2021,2.7
IL0990300,Total PFAS,2021-2022,4.8
IL1070450,PFHxS,2021,2.2
IL1070450,PFOS,2021,2.5
IL1070450,Total PFAS,2021,4.7
IL1110011,PFBS,2021-2022,4.7
IL1110011,PFHxS,2022,2
IL1110011,Total PFAS,2021-2022,6.6
IL1110050,PFBS,2020-2022,38
IL1110050,Total PFAS,2020-2022,38
IL1110150,PFBS,2020-2022,6.1
IL1110150,PFHxS,2020-2022,4.5
IL1110150,PFHxA,2020-2022,3.7
IL1110150,PFOS,2020,2.2
IL1110150,PFOA,2020-2022,2.9
IL1110150,PFDoA,2020,2
IL1110150,PFTA,2020,16
IL1110150,PFTrDA,2020,7.2
IL1110150,11Cl-PF3OUdS,2020,2.6
IL1110150,Total PFAS,2020-2022,46
IL1110200,PFBS,2021-2022,2.5
IL1110200,PFBA,2023,5.2
IL1110200,PFHxS,2021-2023,4.6
IL1110200,PFHxA,2021-2023,3.7
IL1110200,PFPeA,2023,5.6
IL1110200,Total PFAS,2021-2023,15
IL1110300,PFBS,2020-2021,2.9
IL1110300,PFHxS,2020-2021,4.7
IL1110300,PFOS,2020-2021,3.8
IL1110300,Total PFAS,2020-2021,11
IL1110600,PFBS,2021-2022,5.6
IL1110600,PFHxS,2021-2022,2.8
IL1110600,PFOA,2021,2.3
IL1110600,Total PFAS,2021-2022,11
IL1110750,PFBS,2020-2022,2.9
IL1110750,PFHxS,2020-2022,4.9
IL1110750,PFOS,2020-2022,4
IL1110750,Total PFAS,2020-2022,12
IL1115250,PFBS,2021-2022,2.8
IL1115250,PFHxA,2021-2022,7.5
IL1115250,PFOA,2021-2022,2.4
IL1115250,PFHpA,2022,2.1
IL1115250,Total PFAS,2021-2022,15
IL1130650,PFHxS,2020-2022,3.6
IL1130650,PFOS,2021,2.4
IL1130650,Total PFAS,2020-2022,6
IL1130900,PFBS,2020,2.2
IL1130900,PFOS,2021,2.5
IL1130900,Total PFAS,2020-2021,2.5
IL1130950,PFBS,2021-2022,7.2
IL1130950,PFHxS,2021-2022,22
IL1130950,PFHxA,2022,2.8
IL1130950,PFOS,2021-2022,3.1
IL1130950,Total PFAS,2021-2022,35
IL1150150,PFHxA,2020-2021,2.6
IL1150150,Total PFAS,2020-2021,2.6
IL1174160,PFBA,2023,23
IL1174160,PFHxA,2023,3.6
IL1174160,PFPeA,2023,4.1
IL1174160,Total PFAS,2023,28
IL1190150,PFBS,2021-2022,4.8
IL1190150,PFHxS,2021-2022,13
IL1190150,PFHxA,2022,3.1
IL1190150,Total PFAS,2021-2022,21
IL1190300,PFBA,2023,5.9
IL1190300,Total PFAS,2023,5.9
IL1190550,PFBA,2023,6.9
IL1190550,Total PFAS,2023,6.9
IL1195030,PFBS,2022,5.3
IL1195030,PFBA,2023,17
IL1195030,PFHxA,2021-2023,4
IL1195030,PFOS,2022,3.1
IL1195030,PFOA,2022,2.5
IL1195030,PFPeA,2023,4.2
IL1195030,Total PFAS,2021-2023,26
IL1195150,PFBS,2022,4.3
